0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
32063856.0,50218.0,37517123.0,48797.0,37517160.0,1259112.0,37509471.0,37497387.0,45319465.0,126847.0,4712463.0,43995341.0,11265221.0,1161199.0,1742903.0,144743.0,37499047.0,37509510.0,122919.0,15195572.0,42116072.0,23235261.0,13633142.0,256828.0,39165959.0,38174687.0,4092791.0,36966726.0,102817.0,63891.0,65630.0,682966.0,187317.0,4376136.0,72965.0,69423.0,2040191.0,4177821.0,36896.0,12010075.0,37826323.0,126721.0,27018756.0,147967.0
32076109.0,51622.0,37517430.0,51727.0,37518640.0,1270448.0,37509965.0,37497747.0,45319922.0,133552.0,4771203.0,44007589.0,11435286.0,1176408.0,1742938.0,146050.0,37499240.0,37509759.0,123675.0,15304036.0,42449347.0,23288013.0,13726410.0,258132.0,39168810.0,38175173.0,4146386.0,37493487.0,105982.0,65757.0,66036.0,684608.0,192305.0,4408067.0,75376.0,69498.0,2057061.0,4217798.0,37746.0,12010199.0,37826684.0,127685.0,27348768.0,150570.0
32089328.0,53357.0,37518912.0,57874.0,37519555.0,1272146.0,37510372.0,37497839.0,45321285.0,136478.0,5702933.0,44015996.0,11697129.0,1200782.0,1743088.0,149964.0,37499519.0,37510325.0,125533.0,16405069.0,42465743.0,23294122.0,13735589.0,264579.0,39473647.0,38175567.0,4291845.0,37496004.0,106384.0,67482.0,66846.0,693435.0,199049.0,4481400.0,76281.0,69751.0,2248988.0,4235208.0,38572.0,12198909.0,37827543.0,129131.0,27354767.0,152157.0
32090232.0,54391.0,37519303.0,59699.0,37522064.0,1335331.0,37513740.0,37498211.0,45321677.0,137064.0,5795786.0,44329146.0,11983507.0,1259114.0,1743142.0,150731.0,37499719.0,37510908.0,130611.0,16797786.0,42466763.0,23304336.0,13740375.0,274236.0,39474186.0,38179575.0,4510847.0,37498206.0,106646.0,68922.0,68255.0,708300.0,200204.0,4516514.0,77666.0,70318.0,2250488.0,4289128.0,39399.0,12316871.0,37829515.0,130784.0,27744774.0,154234.0
32098809.0,55917.0,37520531.0,65076.0,37523626.0,1355226.0,37515558.0,37498715.0,45322150.0,138668.0,5820122.0,44340987.0,12567503.0,1269948.0,1743178.0,156910.0,37499905.0,37511663.0,132734.0,17915886.0,42774417.0,23323333.0,13886081.0,277828.0,39474678.0,38179866.0,4684462.0,37498267.0,110879.0,69901.0,68331.0,711624.0,207565.0,4548609.0,78361.0,71203.0,2279737.0,4533869.0,40276.0,12402572.0,37829857.0,132014.0,27750848.0,165392.0
32213788.0,57277.0,37520865.0,69668.0,37825580.0,1386761.0,37516966.0,37825395.0,45323918.0,158425.0,5830723.0,44341012.0,12775206.0,1285990.0,1743232.0,159303.0,37500094.0,37511678.0,134371.0,18278900.0,42792675.0,23325336.0,14226697.0,279757.0,39475720.0,38180532.0,4803610.0,37498614.0,113483.0,71214.0,68564.0,713299.0,214374.0,4575310.0,79169.0,71694.0,2376598.0,4538450.0,40967.0,12612362.0,37830258.0,136115.0,28146804.0,167490.0
32218071.0,59153.0,37521258.0,70647.0,37825754.0,1416451.0,37519775.0,37825881.0,45649127.0,160009.0,5917801.0,44657868.0,13635461.0,1311822.0,1743323.0,164427.0,37500346.0,37512408.0,137897.0,18325448.0,43998918.0,23363100.0,14242413.0,289620.0,39477265.0,38183156.0,4833913.0,37509272.0,114940.0,72308.0,68683.0,730251.0,218721.0,4634413.0,79865.0,74750.0,2420816.0,4651864.0,41777.0,12699745.0,37831292.0,139347.0,28185229.0,172910.0
32219619.0,60500.0,37521668.0,71620.0,37825911.0,1432303.0,37520550.0,37827239.0,45649494.0,165193.0,5932816.0,44659458.0,14143220.0,1317864.0,1743358.0,167452.0,37500548.0,37513484.0,138833.0,18423585.0,44008185.0,23379792.0,14288364.0,291421.0,39495273.0,38484028.0,5056036.0,37511436.0,118893.0,74804.0,68807.0,733720.0,227010.0,4778707.0,81567.0,77873.0,2476388.0,4670974.0,42652.0,13098262.0,37832513.0,142037.0,29736874.0,174266.0
32220774.0,62123.0,37522116.0,71680.0,37826023.0,1441809.0,37521815.0,37827690.0,45649753.0,181861.0,5956627.0,44674697.0,14792900.0,1380987.0,1743383.0,169895.0,37500781.0,37513815.0,140013.0,18766247.0,44009782.0,23409785.0,14365164.0,292029.0,39502416.0,38485247.0,5257599.0,37519125.0,121898.0,76106.0,70323.0,735182.0,230498.0,4833358.0,82811.0,78900.0,2487699.0,4846336.0,43524.0,13581659.0,37833433.0,143963.0,30135051.0,175081.0
32221702.0,63138.0,37522484.0,71843.0,37826290.0,1660443.0,37522249.0,37827852.0,45650098.0,183169.0,5991100.0,45005141.0,15945845.0,1392180.0,1743508.0,177770.0,37500980.0,37514671.0,144512.0,19169789.0,44024249.0,23423269.0,14586088.0,304503.0,39803923.0,38486014.0,5334042.0,37827760.0,125329.0,77760.0,71018.0,753355.0,233308.0,4983303.0,84768.0,79795.0,2578305.0,4976102.0,44333.0,13686643.0,37833720.0,146527.0,30594572.0,175747.0
